titre,date_soumission,porteur_projet,destinataire,resume_projet,objectifs_projet,description_projet,localisation,beneficiaires,budget_previsionnel,conclusion
"Projet de Ntic #72,08/02/2024,StartUp RDC,Emergence SARL,Ce projet vise à renforcer le secteur de ntic dans la région de Goma.,Améliorer les conditions dans le domaine de ntic pour les populations urbaines.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec ntic."",Goma,populations urbaines,21233 USD,Nous espérons un accompagnement stratégique."
"Projet de Fintech #73,10/06/2025,Green Congo,Incubateur Émergence,Ce projet vise à renforcer le secteur de fintech dans la région de Goma.,Améliorer les conditions dans le domaine de fintech pour les PME locales.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec fintech."",Goma,PME locales,115233 USD,Il nécessite un soutien technique et financier."
"Projet de Tourisme #74,13/04/2025,TechnoPlus,Ministère de l'Économie,Ce projet vise à renforcer le secteur de tourisme dans la région de Kisangani.,Améliorer les conditions dans le domaine de tourisme pour les PME locales.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec tourisme."",Kisangani,PME locales,57571 USD,Sa mise en œuvre rapide est cruciale pour la zone ciblée."
"Projet de Sante #75,23/04/2024,Médicorp,ONG Partenaire,Ce projet vise à renforcer le secteur de sante dans la région de Mbuji-Mayi.,Améliorer les conditions dans le domaine de sante pour les PME locales.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec sante."",Mbuji-Mayi,PME locales,27731 USD,Il nécessite un soutien technique et financier."
"Projet de Sante #76,24/04/2025,Médicorp,ONG Partenaire,Ce projet vise à renforcer le secteur de sante dans la région de Matadi.,Améliorer les conditions dans le domaine de sante pour les femmes rurales.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec sante."",Matadi,femmes rurales,32563 USD,Nous espérons un accompagnement stratégique."
"Projet de Fintech #77,26/01/2024,TechnoPlus,Investisseurs Privés,Ce projet vise à renforcer le secteur de fintech dans la région de Kinshasa.,Améliorer les conditions dans le domaine de fintech pour les centres de santé.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec fintech."",Kinshasa,centres de santé,14241 USD,Sa mise en œuvre rapide est cruciale pour la zone ciblée."
"Projet de Biométrie #78,01/02/2024,TechnoPlus,Incubateur Émergence,Ce projet vise à renforcer le secteur de biométrie dans la région de Goma.,Améliorer les conditions dans le domaine de biométrie pour les étudiants.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec biométrie."",Goma,étudiants,75370 USD,Il nécessite un soutien technique et financier."
"Projet de Énergie #79,06/01/2024,Femmes d'Impact,Investisseurs Privés,Ce projet vise à renforcer le secteur de énergie dans la région de Bukavu.,Améliorer les conditions dans le domaine de énergie pour les étudiants.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec énergie."",Bukavu,étudiants,75493 USD,Ce projet changera positivement la vie des bénéficiaires."
"Projet de Énergie #80,10/03/2025,Jeunes Entrepreneurs Kin,Investisseurs Privés,Ce projet vise à renforcer le secteur de énergie dans la région de Kinshasa.,Améliorer les conditions dans le domaine de énergie pour les populations urbaines.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec énergie."",Kinshasa,populations urbaines,98950 USD,Nous sollicitons une analyse approfondie par Emergence."
"Projet de Formation #81,17/11/2024,AGRI-DEV,Incubateur Émergence,Ce projet vise à renforcer le secteur de formation dans la région de Bukavu.,Améliorer les conditions dans le domaine de formation pour les populations urbaines.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec formation."",Bukavu,populations urbaines,68484 USD,Nous espérons un accompagnement stratégique."
"Projet de Agriculture #82,12/04/2025,Femmes d'Impact,Investisseurs Privés,Ce projet vise à renforcer le secteur de agriculture dans la région de Goma.,Améliorer les conditions dans le domaine de agriculture pour les centres de santé.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec agriculture."",Goma,centres de santé,64364 USD,Sa mise en œuvre rapide est cruciale pour la zone ciblée."
"Projet de Ntic #83,05/09/2024,Kabasele Group,Investisseurs Privés,Ce projet vise à renforcer le secteur de ntic dans la région de Bukavu.,Améliorer les conditions dans le domaine de ntic pour les PME locales.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec ntic."",Bukavu,PME locales,160440 USD,Ce projet changera positivement la vie des bénéficiaires."
"Projet de Biométrie #84,20/12/2024,Femmes d'Impact,Emergence SARL,Ce projet vise à renforcer le secteur de biométrie dans la région de Mbuji-Mayi.,Améliorer les conditions dans le domaine de biométrie pour les populations urbaines.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec biométrie."",Mbuji-Mayi,populations urbaines,130986 USD,Sa mise en œuvre rapide est cruciale pour la zone ciblée."
"Projet de Formation #85,20/11/2024,StartUp RDC,Investisseurs Privés,Ce projet vise à renforcer le secteur de formation dans la région de Bukavu.,Améliorer les conditions dans le domaine de formation pour les jeunes diplômés.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec formation."",Bukavu,jeunes diplômés,132240 USD,Nous sollicitons une analyse approfondie par Emergence."
"Projet de Construction #86,20/01/2024,Green Congo,Investisseurs Privés,Ce projet vise à renforcer le secteur de construction dans la région de Lubumbashi.,Améliorer les conditions dans le domaine de construction pour les étudiants.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec construction."",Lubumbashi,étudiants,36305 USD,Ce projet changera positivement la vie des bénéficiaires."
"Projet de Sante #87,11/04/2024,TechnoPlus,Ministère de l'Économie,Ce projet vise à renforcer le secteur de sante dans la région de Mbuji-Mayi.,Améliorer les conditions dans le domaine de sante pour les centres de santé.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec sante."",Mbuji-Mayi,centres de santé,15151 USD,Ce projet changera positivement la vie des bénéficiaires."
"Projet de Ntic #88,02/03/2024,Green Congo,Investisseurs Privés,Ce projet vise à renforcer le secteur de ntic dans la région de Bukavu.,Améliorer les conditions dans le domaine de ntic pour les femmes rurales.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec ntic."",Bukavu,femmes rurales,103210 USD,Nous espérons un accompagnement stratégique."
"Projet de Fintech #89,22/12/2024,Médicorp,Ministère de l'Économie,Ce projet vise à renforcer le secteur de fintech dans la région de Bukavu.,Améliorer les conditions dans le domaine de fintech pour les PME locales.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec fintech."",Bukavu,PME locales,166943 USD,Sa mise en œuvre rapide est cruciale pour la zone ciblée."
"Projet de Biométrie #90,06/01/2025,Jeunes Entrepreneurs Kin,Ministère de l'Économie,Ce projet vise à renforcer le secteur de biométrie dans la région de Kisangani.,Améliorer les conditions dans le domaine de biométrie pour les populations urbaines.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec biométrie."",Kisangani,populations urbaines,28173 USD,Nous espérons un accompagnement stratégique."
"Projet de Sante #91,24/04/2024,Femmes d'Impact,Incubateur Émergence,Ce projet vise à renforcer le secteur de sante dans la région de Lubumbashi.,Améliorer les conditions dans le domaine de sante pour les femmes rurales.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec sante."",Lubumbashi,femmes rurales,125854 USD,Sa mise en œuvre rapide est cruciale pour la zone ciblée."
"Projet de Agriculture #92,01/02/2025,Médicorp,Incubateur Émergence,Ce projet vise à renforcer le secteur de agriculture dans la région de Kinshasa.,Améliorer les conditions dans le domaine de agriculture pour les femmes rurales.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec agriculture."",Kinshasa,femmes rurales,120079 USD,Sa mise en œuvre rapide est cruciale pour la zone ciblée."
"Projet de Énergie #93,27/08/2024,AGRI-DEV,Ministère de l'Économie,Ce projet vise à renforcer le secteur de énergie dans la région de Mbuji-Mayi.,Améliorer les conditions dans le domaine de énergie pour les jeunes diplômés.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec énergie."",Mbuji-Mayi,jeunes diplômés,38882 USD,Nous sollicitons une analyse approfondie par Emergence."
"Projet de Biométrie #94,27/05/2025,Kabasele Group,Investisseurs Privés,Ce projet vise à renforcer le secteur de biométrie dans la région de Lubumbashi.,Améliorer les conditions dans le domaine de biométrie pour les femmes rurales.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec biométrie."",Lubumbashi,femmes rurales,164156 USD,Nous sollicitons une analyse approfondie par Emergence."
"Projet de Construction #95,27/09/2024,AGRI-DEV,Investisseurs Privés,Ce projet vise à renforcer le secteur de construction dans la région de Goma.,Améliorer les conditions dans le domaine de construction pour les populations urbaines.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec construction."",Goma,populations urbaines,84462 USD,Ce projet changera positivement la vie des bénéficiaires."
"Projet de Éducation #96,10/01/2025,StartUp RDC,Investisseurs Privés,Ce projet vise à renforcer le secteur de éducation dans la région de Goma.,Améliorer les conditions dans le domaine de éducation pour les populations urbaines.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec éducation."",Goma,populations urbaines,67970 USD,Il nécessite un soutien technique et financier."
"Projet de Construction #97,19/07/2024,Femmes d'Impact,Incubateur Émergence,Ce projet vise à renforcer le secteur de construction dans la région de Mbuji-Mayi.,Améliorer les conditions dans le domaine de construction pour les populations urbaines.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec construction."",Mbuji-Mayi,populations urbaines,25665 USD,Nous espérons un accompagnement stratégique."
"Projet de Sante #98,12/08/2024,Femmes d'Impact,Emergence SARL,Ce projet vise à renforcer le secteur de sante dans la région de Matadi.,Améliorer les conditions dans le domaine de sante pour les PME locales.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec sante."",Matadi,PME locales,5309 USD,Nous espérons un accompagnement stratégique."
"Projet de Énergie #99,20/02/2025,AGRI-DEV,Incubateur Émergence,Ce projet vise à renforcer le secteur de énergie dans la région de Bukavu.,Améliorer les conditions dans le domaine de énergie pour les jeunes diplômés.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec énergie."",Bukavu,jeunes diplômés,22718 USD,Ce projet changera positivement la vie des bénéficiaires."
"Projet de Ntic #100,23/07/2024,Jeunes Entrepreneurs Kin,ONG Partenaire,Ce projet vise à renforcer le secteur de ntic dans la région de Kinshasa.,Améliorer les conditions dans le domaine de ntic pour les étudiants.,""Le projet prévoit plusieurs activités telles que la formation, la dotation en équipements, et la sensibilisation communautaire en lien avec ntic."",Kinshasa,étudiants,9183 USD,Ce projet changera positivement la vie des bénéficiaires."
